developer,provider_count,mktShare,est_mips_2018,edition2015_base_status,provider_type_,provider_type_eligible clinician,provider_type_eligible hospital,market_impact_index
55,0.6426592797783933,0.23340040241448676,241,4,False,True,False,48.59134976061355
56,0.018467220683287166,0.006706908115358811,1,15,False,True,False,0.21124568277625125
57,1.0,0.8531187122736397,56,16,False,True,False,11.955935613682094
58,0.0,0.0,18,16,False,True,False,3.6
59,1.0,0.7632461435278354,175,15,False,True,False,35.72897384305835
53,0.9159741458910434,0.3326626425217977,187,16,False,True,False,37.95778586570206
60,0.0,0.0,1,16,False,True,False,0.2
61,0.14773776546629733,0.053655264922870566,156,16,False,True,False,31.289965462210013
62,0.07017543859649122,0.02548625083836353,1,16,False,True,False,0.24273359454975468
63,0.0110803324099723,0.004024144869215287,18,16,False,True,False,3.606747409665751
64,0.02585410895660203,0.009389671361502337,233,3,False,True,False,46.61574395588676
65,0.0,0.0,18,16,False,True,False,3.6
66,0.384118190212373,0.13950368879946365,293,16,False,True,False,58.83391020174603
71,0.10341643582640811,0.03755868544600942,103,16,False,True,False,20.662975823547008
72,0.12557710064635272,0.04560697518443999,170,15,False,True,False,34.07647064287851
75,0.6094182825484765,0.2213279678068412,216,14,False,True,False,43.57110753161629
76,0.09602954755309324,0.03487592219986584,1,5,False,True,False,0.2584775504365064
78,0.07756232686980609,0.028169014084507057,327,16,False,True,False,65.44723186766026
79,0.0443213296398892,0.01609657947686117,146,16,False,True,False,29.226989638663007
67,0.1809787626962142,0.06572769953051659,303,16,False,True,False,60.710207691207266
81,0.25484764542936283,0.09255533199195183,221,16,False,True,False,44.35519042231227
82,0.014773776546629733,0.005365526492287073,18,16,False,True,False,3.608996546221001
83,1.0,1.0,100,15,False,True,False,20.8
84,1.0,0.9188464118041567,234,12,False,True,False,47.57565392354125
85,0.4025854108956602,0.14621059691482233,221,16,False,True,False,44.44515588452228
86,0.06278855032317636,0.022803487592220006,161,16,False,True,False,32.238235321439255
87,0.1440443213296399,0.05231388329979873,204,16,False,True,False,40.887716325654765
88,1.0,0.8893360160965801,69,1,False,True,False,14.566800804828976
89,0.018467220683287166,0.006706908115358811,91,16,False,True,False,18.21124568277625
90,0.11449676823638041,0.04158283031522468,323,15,False,True,False,64.66972323321276
91,0.39889196675900274,0.1448692152917505,5,16,False,True,False,1.2429067479670266
92,0.014773776546629733,0.005365526492287073,49,16,False,True,False,9.808996546221001
93,0.0,0.0,1,16,False,True,False,0.2
94,0.0,0.0,18,16,False,True,False,3.6
95,0.0110803324099723,0.004024144869215287,301,14,False,True,False,60.20674740966575
97,0.003693444136657433,0.0013413816230717671,1,16,False,True,False,0.20224913655525026
98,0.26223453370267774,0.09523809523809504,46,16,False,True,False,9.359688695422768
99,0.029547553093259467,0.010731052984574123,52,16,False,True,False,10.417993092442002
100,0.05909510618651893,0.02146210596914822,116,16,False,True,False,23.235986184884005
101,0.3619575253924284,0.13145539906103265,35,16,False,True,False,7.220415382414524
102,0.018467220683287166,0.006706908115358811,37,15,False,True,False,7.411245682776252
103,1.0,0.6210596914822277,132,1,False,True,False,27.08631790744467
104,1.0,1.0,80,15,False,True,False,16.8
105,0.45798707294552166,0.1663313212608989,253,15,False,True,False,50.87889293285103
106,0.0,0.0,1,16,False,True,False,0.2
